[
((0.7788599928233348, 11.179306447748102, 35.44918030533991), (0.51520915676611, 11.45535803092206, 36.37345502644477), 0.16608338398760714),
((0.51520915676611, 11.45535803092206, 36.37345502644477), (0.2515583207088852, 11.731409614096018, 37.29772974754964), 0.16608338398760714),
((0.2515583207088852, 11.731409614096018, 37.29772974754964), (-0.09638350246479838, 11.94652975492909, 38.210231699708935), 0.14989025404881542),
((-0.09638350246479838, 11.94652975492909, 38.210231699708935), (-0.4443253256384819, 12.161649895762162, 39.12273365186823), 0.14989025404881542),
((-0.4443253256384819, 12.161649895762162, 39.12273365186823), (-0.7922671488121655, 12.376770036595234, 40.03523560402753), 0.14239574134637464),
((-0.7922671488121655, 12.376770036595234, 40.03523560402753), (-1.140208971985849, 12.591890177428306, 40.94773755618682), 0.14239574134637464),
((-1.140208971985849, 12.591890177428306, 40.94773755618682), (-1.4881507951595325, 12.807010318261378, 41.86023950834612), 0.1352759542790559),
((-1.4881507951595325, 12.807010318261378, 41.86023950834612), (-1.836092618333216, 13.02213045909445, 42.772741460505415), 0.1352759542790559),
((-1.836092618333216, 13.02213045909445, 42.772741460505415), (-2.1840344415068995, 13.237250599927522, 43.68524341266471), 0.1285121565651031),
((-2.1840344415068995, 13.237250599927522, 43.68524341266471), (-2.531976264680583, 13.452370740760594, 44.59774536482401), 0.1285121565651031),
((-2.531976264680583, 13.452370740760594, 44.59774536482401), (-2.8799180878542665, 13.667490881593666, 45.5102473169833), 0.12208654873684793),
((-2.8799180878542665, 13.667490881593666, 45.5102473169833), (-3.22785991102795, 13.882611022426739, 46.4227492691426), 0.12208654873684793),
((-3.22785991102795, 13.882611022426739, 46.4227492691426), (-3.5563927451653665, 14.015726255707367, 47.357814246329895), 0.09944025698709223),
((-3.5563927451653665, 14.015726255707367, 47.357814246329895), (-3.884925579302783, 14.148841488987996, 48.29287922351719), 0.09944025698709223),
((-3.884925579302783, 14.148841488987996, 48.29287922351719), (-4.191549091162598, 14.198938727413738, 49.24339081664842), 0.08974483193085074),
((-4.191549091162598, 14.198938727413738, 49.24339081664842), (-4.498172603022412, 14.24903596583948, 50.19390240977965), 0.08974483193085074),
((-4.498172603022412, 14.24903596583948, 50.19390240977965), (-4.780553202535033, 14.215733939176378, 51.152626651696494), 0.08099471081759278),
((-4.780553202535033, 14.215733939176378, 51.152626651696494), (-5.062933802047653, 14.182431912513275, 52.111350893613334), 0.08099471081759278),
((-5.062933802047653, 14.182431912513275, 52.111350893613334), (-5.318922402344722, 14.065984069292547, 53.07099131394128), 0.07309772651287748),
((-5.318922402344722, 14.065984069292547, 53.07099131394128), (-5.57491100264179, 13.94953622607182, 54.03063173426922), 0.07309772651287748),
((-5.57491100264179, 13.94953622607182, 54.03063173426922), (-5.802559375904902, 13.750828804693507, 54.98388488996284), 0.0659706981778719),
((-5.802559375904902, 13.750828804693507, 54.98388488996284), (-6.030207749168015, 13.552121383315194, 55.937138045656454), 0.0659706981778719),
((-6.030207749168015, 13.552121383315194, 55.937138045656454), (-6.257856122431127, 13.353413961936882, 56.89039120135007), 0.0626721632689783),
((-6.257856122431127, 13.353413961936882, 56.89039120135007), (-6.485504495694239, 13.15470654055857, 57.84364435704369), 0.0626721632689783),
((-6.485504495694239, 13.15470654055857, 57.84364435704369), (-6.713152868957351, 12.955999119180257, 58.7968975127373), 0.059538555105529384),
((-6.713152868957351, 12.955999119180257, 58.7968975127373), (-6.940801242220464, 12.757291697801945, 59.75015066843092), 0.059538555105529384),
((-6.940801242220464, 12.757291697801945, 59.75015066843092), (-7.168449615483576, 12.558584276423632, 60.703403824124536), 0.05656162735025291),
((-7.168449615483576, 12.558584276423632, 60.703403824124536), (-7.396097988746688, 12.35987685504532, 61.65665697981815), 0.05656162735025291),
((-7.396097988746688, 12.35987685504532, 61.65665697981815), (-7.6237463620098005, 12.161169433667007, 62.60991013551177), 0.053733545982740265),
((-7.6237463620098005, 12.161169433667007, 62.60991013551177), (-7.851394735272913, 11.962462012288695, 63.563163291205385), 0.053733545982740265),
((-7.851394735272913, 11.962462012288695, 63.563163291205385), (-7.927314018752223, 11.791274667187915, 64.54547238475656), 0.04376630903760433),
((-7.927314018752223, 11.791274667187915, 64.54547238475656), (-8.003233302231534, 11.620087322087135, 65.52778147830774), 0.04376630903760433),
((-8.003233302231534, 11.620087322087135, 65.52778147830774), (-7.925554111206125, 11.480635253838493, 66.51495879973628), 0.03949909390643791),
((-7.925554111206125, 11.480635253838493, 66.51495879973628), (-7.8478749201807165, 11.34118318558985, 67.50213612116481), 0.03949909390643791),
((-7.8478749201807165, 11.34118318558985, 67.50213612116481), (-7.618509974136089, 11.236900166928509, 68.46987408856343), 0.03564793225056021),
((-7.618509974136089, 11.236900166928509, 68.46987408856343), (-7.389145028091461, 11.132617148267167, 69.43761205596205), 0.03564793225056021),
((-7.389145028091461, 11.132617148267167, 69.43761205596205), (-7.013742053217847, 11.066070973208065, 70.36208174883524), 0.032172258856130585),
((-7.013742053217847, 11.066070973208065, 70.36208174883524), (-6.638339078344233, 10.999524798148963, 71.28655144170843), 0.032172258856130585),
((-6.638339078344233, 10.999524798148963, 71.28655144170843), (-6.126141741774064, 10.972354054376147, 72.14498934807862), 0.029035463617657853),
((-6.126141741774064, 10.972354054376147, 72.14498934807862), (-5.613944405203895, 10.945183310603332, 73.00342725444882), 0.029035463617657853),
((-5.613944405203895, 10.945183310603332, 73.00342725444882), (-5.101747068633727, 10.918012566830516, 73.86186516081902), 0.027583690436774957),
((-5.101747068633727, 10.918012566830516, 73.86186516081902), (-4.589549732063558, 10.8908418230577, 74.72030306718922), 0.027583690436774957),
((-7.851394735272913, 11.962462012288695, 63.563163291205385), (-8.079043108536025, 11.763754590910382, 64.516416446899), 0.04849452524942309),
((-8.079043108536025, 11.763754590910382, 64.516416446899), (-8.306691481799138, 11.56504716953207, 65.46966960259262), 0.04849452524942309),
((-3.22785991102795, 13.882611022426739, 46.4227492691426), (-3.5758017342016335, 14.09773116325981, 47.335251221301895), 0.11018311023500525),
((-3.5758017342016335, 14.09773116325981, 47.335251221301895), (-3.923743557375317, 14.312851304092883, 48.24775317346119), 0.11018311023500525),
((-3.923743557375317, 14.312851304092883, 48.24775317346119), (-4.271685380549001, 14.527971444925955, 49.16025512562049), 0.10467395472325498),
((-4.271685380549001, 14.527971444925955, 49.16025512562049), (-4.619627203722684, 14.743091585759027, 50.072757077779784), 0.10467395472325498),
((-4.619627203722684, 14.743091585759027, 50.072757077779784), (-4.967569026896368, 14.958211726592099, 50.98525902993908), 0.09944025698709223),
((-4.967569026896368, 14.958211726592099, 50.98525902993908), (-5.315510850070051, 15.173331867425171, 51.897760982098376), 0.09944025698709223),
((-5.315510850070051, 15.173331867425171, 51.897760982098376), (-5.663452673243735, 15.388452008258243, 52.81026293425767), 0.09446824413773762),
((-5.663452673243735, 15.388452008258243, 52.81026293425767), (-6.011394496417418, 15.603572149091315, 53.72276488641697), 0.09446824413773762),
((-6.011394496417418, 15.603572149091315, 53.72276488641697), (-6.233771438468741, 15.74076079181661, 54.68802535486633), 0.07694497527671314),
((-6.233771438468741, 15.74076079181661, 54.68802535486633), (-6.456148380520064, 15.877949434541906, 55.6532858233157), 0.07694497527671314),
((-6.456148380520064, 15.877949434541906, 55.6532858233157), (-6.547484783108965, 15.933828539472525, 56.647536891806084), 0.0694428401872336),
((-6.547484783108965, 15.933828539472525, 56.647536891806084), (-6.638821185697866, 15.989707644403145, 57.64178796029647), 0.0694428401872336),
((-6.638821185697866, 15.989707644403145, 57.64178796029647), (-6.596868043464465, 15.96290128252358, 58.64054786779152), 0.0626721632689783),
((-6.596868043464465, 15.96290128252358, 58.64054786779152), (-6.554914901231063, 15.936094920644015, 59.63930777528657), 0.0626721632689783),
((-6.554914901231063, 15.936094920644015, 59.63930777528657), (-6.380705239771643, 15.827263153548955, 60.61798373816967), 0.05656162735025291),
((-6.380705239771643, 15.827263153548955, 60.61798373816967), (-6.206495578312223, 15.718431386453895, 61.59665970105277), 0.05656162735025291),
((-6.206495578312223, 15.718431386453895, 61.59665970105277), (-5.904319017660633, 15.530254013441148, 62.53115346907843), 0.05104686868360325),
((-5.904319017660633, 15.530254013441148, 62.53115346907843), (-5.602142457009043, 15.3420766404284, 63.46564723710409), 0.05104686868360325),
((-5.602142457009043, 15.3420766404284, 63.46564723710409), (-5.2999658963574525, 15.153899267415653, 64.40014100512975), 0.04849452524942309),
((-5.2999658963574525, 15.153899267415653, 64.40014100512975), (-4.997789335705862, 14.965721894402906, 65.33463477315541), 0.04849452524942309),
((-6.011394496417418, 15.603572149091315, 53.72276488641697), (-6.359336319591102, 15.818692289924387, 54.635266838576264), 0.0852575903343082),
((-6.359336319591102, 15.818692289924387, 54.635266838576264), (-6.707278142764785, 16.03381243075746, 55.54776879073556), 0.0852575903343082),
((1.3010948353189653, 8.858573451179955, 29.96474776772161), (1.3938472858156283, 9.341968557804256, 30.835222439276475), 0.25034408974245487),
((1.3938472858156283, 9.341968557804256, 30.835222439276475), (1.4865997363122914, 9.825363664428556, 31.705697110831338), 0.25034408974245487),
((1.4865997363122914, 9.825363664428556, 31.705697110831338), (1.5793521868089544, 10.308758771052856, 32.5761717823862), 0.2378268852553321),
((1.5793521868089544, 10.308758771052856, 32.5761717823862), (1.6721046373056174, 10.792153877677157, 33.44664645394106), 0.2378268852553321),
((1.6721046373056174, 10.792153877677157, 33.44664645394106), (1.7648570878022805, 11.275548984301457, 34.317121125495916), 0.2259355409925655),
((1.7648570878022805, 11.275548984301457, 34.317121125495916), (1.8576095382989435, 11.758944090925757, 35.187595797050776), 0.2259355409925655),
((1.8576095382989435, 11.758944090925757, 35.187595797050776), (1.9503619887956065, 12.242339197550058, 36.058070468605635), 0.2146387639429372),
((1.9503619887956065, 12.242339197550058, 36.058070468605635), (2.0431144392922693, 12.725734304174358, 36.928545140160494), 0.2146387639429372),
((2.0431144392922693, 12.725734304174358, 36.928545140160494), (1.997857916841867, 13.228282102075307, 37.79190923369265), 0.17482461472379698),
((1.997857916841867, 13.228282102075307, 37.79190923369265), (1.9526013943914649, 13.730829899976255, 38.655273327224805), 0.17482461472379698),
((1.9526013943914649, 13.730829899976255, 38.655273327224805), (1.770216765724963, 14.242748867907357, 39.494722442715755), 0.15777921478822676),
((1.770216765724963, 14.242748867907357, 39.494722442715755), (1.5878321370584612, 14.75466783583846, 40.334171558206705), 0.15777921478822676),
((1.5878321370584612, 14.75466783583846, 40.334171558206705), (1.271869311513413, 15.26599405338813, 41.133366773482635), 0.14239574134637464),
((1.271869311513413, 15.26599405338813, 41.133366773482635), (0.9559064859683648, 15.777320270937802, 41.932561988758565), 0.14239574134637464),
((0.9559064859683648, 15.777320270937802, 41.932561988758565), (0.5125153205416176, 16.27810135490639, 42.675947878025205), 0.1285121565651031),
((0.5125153205416176, 16.27810135490639, 42.675947878025205), (0.06912415511487047, 16.77888243887498, 43.419333767291846), 0.1285121565651031),
((0.06912415511487047, 16.77888243887498, 43.419333767291846), (-0.4930652455085195, 17.25937125509308, 44.09244116980354), 0.11598222130000553),
((-0.4930652455085195, 17.25937125509308, 44.09244116980354), (-1.0552546461319094, 17.739860071311178, 44.76554857231524), 0.11598222130000553),
((-1.0552546461319094, 17.739860071311178, 44.76554857231524), (-1.6174440467552995, 18.220348887529276, 45.438655974826936), 0.11018311023500525),
((-1.6174440467552995, 18.220348887529276, 45.438655974826936), (-2.1796334473786896, 18.700837703747375, 46.11176337733863), 0.11018311023500525),
((-2.1796334473786896, 18.700837703747375, 46.11176337733863), (-2.7418228480020796, 19.181326519965474, 46.78487077985033), 0.10467395472325498),
((-2.7418228480020796, 19.181326519965474, 46.78487077985033), (-3.3040122486254697, 19.661815336183572, 47.45797818236203), 0.10467395472325498),
((-3.3040122486254697, 19.661815336183572, 47.45797818236203), (-3.86620164924886, 20.14230415240167, 48.13108558487372), 0.09944025698709223),
((-3.86620164924886, 20.14230415240167, 48.13108558487372), (-4.42839104987225, 20.62279296861977, 48.80419298738542), 0.09944025698709223),
((-4.42839104987225, 20.62279296861977, 48.80419298738542), (-4.9905804504956395, 21.10328178483787, 49.47730038989712), 0.09446824413773762),
((-4.9905804504956395, 21.10328178483787, 49.47730038989712), (-5.552769851119029, 21.583770601055967, 50.150407792408814), 0.09446824413773762),
((-5.552769851119029, 21.583770601055967, 50.150407792408814), (-6.107621743458564, 22.00897546824803, 50.86548834625112), 0.07694497527671314),
((-6.107621743458564, 22.00897546824803, 50.86548834625112), (-6.662473635798099, 22.43418033544009, 51.580568900093425), 0.07694497527671314),
((-6.662473635798099, 22.43418033544009, 51.580568900093425), (-7.207284837207817, 22.802029698234595, 52.33413880468767), 0.0694428401872336),
((-7.207284837207817, 22.802029698234595, 52.33413880468767), (-7.752096038617536, 23.1698790610291, 53.08770870928191), 0.0694428401872336),
((-7.752096038617536, 23.1698790610291, 53.08770870928191), (-8.284212283688401, 23.478580794306605, 53.87609664780149), 0.0626721632689783),
((-8.284212283688401, 23.478580794306605, 53.87609664780149), (-8.816328528759266, 23.78728252758411, 54.664484586321066), 0.0626721632689783),
((-8.816328528759266, 23.78728252758411, 54.664484586321066), (-9.33315740063343, 24.035332667530678, 55.48384961197799), 0.05656162735025291),
((-9.33315740063343, 24.035332667530678, 55.48384961197799), (-9.849986272507595, 24.283382807477246, 56.30321463763491), 0.05656162735025291),
((-9.849986272507595, 24.283382807477246, 56.30321463763491), (-10.349009832872742, 24.469572878744966, 57.14956488638646), 0.05104686868360325),
((-10.349009832872742, 24.469572878744966, 57.14956488638646), (-10.84803339323789, 24.655762950012686, 57.995915135138006), 0.05104686868360325),
((-10.84803339323789, 24.655762950012686, 57.995915135138006), (-11.347056953603037, 24.841953021280407, 58.842265383889554), 0.04849452524942309),
((-11.347056953603037, 24.841953021280407, 58.842265383889554), (-11.846080513968184, 25.028143092548127, 59.6886156326411), 0.04849452524942309),
((-5.552769851119029, 21.583770601055967, 50.150407792408814), (-6.114959251742419, 22.064259417274066, 50.82351519492051), 0.0852575903343082),
((-6.114959251742419, 22.064259417274066, 50.82351519492051), (-6.677148652365808, 22.544748233492165, 51.49662259743221), 0.0852575903343082),
((2.0431144392922693, 12.725734304174358, 36.928545140160494), (2.1358668897889324, 13.209129410798658, 37.799019811715354), 0.1937114844585008),
((2.1358668897889324, 13.209129410798658, 37.799019811715354), (2.2286193402855954, 13.692524517422958, 38.66949448327021), 0.1937114844585008),
((2.2286193402855954, 13.692524517422958, 38.66949448327021), (2.3213717907822584, 14.175919624047259, 39.53996915482507), 0.18402591023557577),
((2.3213717907822584, 14.175919624047259, 39.53996915482507), (2.4141242412789214, 14.659314730671559, 40.41044382637993), 0.18402591023557577),
((2.4141242412789214, 14.659314730671559, 40.41044382637993), (2.5068766917755845, 15.14270983729586, 41.28091849793479), 0.17482461472379698),
((2.5068766917755845, 15.14270983729586, 41.28091849793479), (2.5996291422722475, 15.62610494392016, 42.15139316948965), 0.17482461472379698),
((2.5996291422722475, 15.62610494392016, 42.15139316948965), (2.6923815927689105, 16.10950005054446, 43.02186784104451), 0.16608338398760714),
((2.6923815927689105, 16.10950005054446, 43.02186784104451), (2.7851340432655736, 16.592895157168762, 43.89234251259937), 0.16608338398760714),
((2.7851340432655736, 16.592895157168762, 43.89234251259937), (2.864100979123029, 17.207221153254835, 44.6774334586522), 0.1352759542790559),
((2.864100979123029, 17.207221153254835, 44.6774334586522), (2.9430679149804844, 17.82154714934091, 45.462524404705036), 0.1352759542790559),
((2.9430679149804844, 17.82154714934091, 45.462524404705036), (3.0063049081616873, 18.55167729003403, 46.14290008059656), 0.12208654873684793),
((3.0063049081616873, 18.55167729003403, 46.14290008059656), (3.06954190134289, 19.28180743072715, 46.82327575648809), 0.12208654873684793),
((3.06954190134289, 19.28180743072715, 46.82327575648809), (3.1154918472041713, 20.10976348880044, 47.382183055040436), 0.11018311023500525),
((3.1154918472041713, 20.10976348880044, 47.382183055040436), (3.1614417930654524, 20.93771954687373, 47.941090353592784), 0.11018311023500525),
((3.1614417930654524, 20.93771954687373, 47.941090353592784), (3.18897325144058, 21.843114496348807, 48.364767122208626), 0.09944025698709223),
((3.18897325144058, 21.843114496348807, 48.364767122208626), (3.216504709815708, 22.748509445823885, 48.78844389082447), 0.09944025698709223),
((3.216504709815708, 22.748509445823885, 48.78844389082447), (3.2249397648278144, 23.709049458211112, 49.0664578013579), 0.08974483193085074),
((3.2249397648278144, 23.709049458211112, 49.0664578013579), (3.233374819839921, 24.66958947059834, 49.34447171189133), 0.08974483193085074),
((3.233374819839921, 24.66958947059834, 49.34447171189133), (3.241809874852027, 25.630129482985566, 49.62248562242476), 0.0852575903343082),
((3.241809874852027, 25.630129482985566, 49.62248562242476), (3.2502449298641336, 26.590669495372794, 49.90049953295819), 0.0852575903343082),
((2.7851340432655736, 16.592895157168762, 43.89234251259937), (2.8778864937622366, 17.076290263793062, 44.76281718415423), 0.14989025404881542),
((2.8778864937622366, 17.076290263793062, 44.76281718415423), (2.9706389442588996, 17.559685370417363, 45.63329185570909), 0.14989025404881542),
((8.489069938494105e-16, 1.035276180410083, 13.863703305156271), (9.080528924183441e-16, 1.2940952255126037, 14.829629131445339), 0.5688000922764596),
((9.080528924183441e-16, 1.2940952255126037, 14.829629131445339), (9.671987909872776e-16, 1.5529142706151244, 15.795554957734407), 0.5688000922764596),
((9.671987909872776e-16, 1.5529142706151244, 15.795554957734407), (1.026344689556211e-15, 1.8117333157176452, 16.761480784023476), 0.5403600876626365),
((1.026344689556211e-15, 1.8117333157176452, 16.761480784023476), (1.0854905881251446e-15, 2.070552360820166, 17.727406610312546), 0.5403600876626365),
((1.0854905881251446e-15, 2.070552360820166, 17.727406610312546), (1.144636486694078e-15, 2.3293714059226867, 18.693332436601615), 0.5133420832795047),
((1.144636486694078e-15, 2.3293714059226867, 18.693332436601615), (1.2037823852630115e-15, 2.5881904510252074, 19.659258262890685), 0.5133420832795047),
((1.2037823852630115e-15, 2.5881904510252074, 19.659258262890685), (1.262928283831945e-15, 2.847009496127728, 20.625184089179754), 0.48767497911552943),
((1.262928283831945e-15, 2.847009496127728, 20.625184089179754), (1.3220741824008785e-15, 3.105828541230249, 21.591109915468824), 0.48767497911552943),
((1.3220741824008785e-15, 3.105828541230249, 21.591109915468824), (1.3775853336321363e-15, 3.3646475863327696, 22.557035741757893), 0.3972143184582181),
((1.3775853336321363e-15, 3.3646475863327696, 22.557035741757893), (1.4330964848633941e-15, 3.6234666314352904, 23.522961568046963), 0.3972143184582181),
((1.4330964848633941e-15, 3.6234666314352904, 23.522961568046963), (1.488607636094652e-15, 3.882285676537811, 24.488887394336032), 0.35848592240854177),
((1.488607636094652e-15, 3.882285676537811, 24.488887394336032), (1.5441187873259098e-15, 4.141104721640332, 25.454813220625102), 0.35848592240854177),
((1.5441187873259098e-15, 4.141104721640332, 25.454813220625102), (1.5996299385571676e-15, 4.399923766742853, 26.42073904691417), 0.3235335449737089),
((1.5996299385571676e-15, 4.399923766742853, 26.42073904691417), (1.6551410897884254e-15, 4.658742811845373, 27.38666487320324), 0.3235335449737089),
((1.6551410897884254e-15, 4.658742811845373, 27.38666487320324), (1.7106522410196833e-15, 4.917561856947894, 28.35259069949231), 0.2919890243387723),
((1.7106522410196833e-15, 4.917561856947894, 28.35259069949231), (1.7661633922509411e-15, 5.176380902050415, 29.31851652578138), 0.2919890243387723),
((1.7661633922509411e-15, 5.176380902050415, 29.31851652578138), (1.8216745434821987e-15, 5.4351999471529355, 30.28444235207045), 0.263520094465742),
((1.8216745434821987e-15, 5.4351999471529355, 30.28444235207045), (1.8771856947134566e-15, 5.694018992255456, 31.25036817835952), 0.263520094465742),
((1.8771856947134566e-15, 5.694018992255456, 31.25036817835952), (1.9326968459447144e-15, 5.952838037357977, 32.21629400464859), 0.25034408974245487),
((1.9326968459447144e-15, 5.952838037357977, 32.21629400464859), (1.9882079971759722e-15, 6.211657082460498, 33.182219830937655), 0.25034408974245487),
((1.9882079971759722e-15, 6.211657082460498, 33.182219830937655), (2.04371914840723e-15, 6.4704761275630185, 34.14814565722672), 0.2378268852553321),
((2.04371914840723e-15, 6.4704761275630185, 34.14814565722672), (2.099230299638488e-15, 6.729295172665539, 35.11407148351579), 0.2378268852553321),
((2.099230299638488e-15, 6.729295172665539, 35.11407148351579), (2.1547414508697457e-15, 6.98811421776806, 36.07999730980485), 0.2259355409925655),
((2.1547414508697457e-15, 6.98811421776806, 36.07999730980485), (2.2102526021010035e-15, 7.246933262870581, 37.04592313609392), 0.2259355409925655),
((2.2102526021010035e-15, 7.246933262870581, 37.04592313609392), (2.2657637533322613e-15, 7.5057523079731014, 38.011848962382984), 0.2146387639429372),
((2.2657637533322613e-15, 7.5057523079731014, 38.011848962382984), (2.321274904563519e-15, 7.764571353075622, 38.97777478867205), 0.2146387639429372),
((2.321274904563519e-15, 7.764571353075622, 38.97777478867205), (2.376786055794777e-15, 8.023390398178144, 39.94370061496112), 0.17482461472379698),
((2.376786055794777e-15, 8.023390398178144, 39.94370061496112), (2.432297207026035e-15, 8.282209443280664, 40.90962644125018), 0.17482461472379698),
((2.432297207026035e-15, 8.282209443280664, 40.90962644125018), (2.4878083582572927e-15, 8.541028488383184, 41.87555226753925), 0.15777921478822676),
((2.4878083582572927e-15, 8.541028488383184, 41.87555226753925), (2.5433195094885505e-15, 8.799847533485703, 42.841478093828314), 0.15777921478822676),
((2.5433195094885505e-15, 8.799847533485703, 42.841478093828314), (2.5988306607198083e-15, 9.058666578588223, 43.80740392011738), 0.14239574134637464),
((2.5988306607198083e-15, 9.058666578588223, 43.80740392011738), (2.654341811951066e-15, 9.317485623690743, 44.773329746406446), 0.14239574134637464),
((2.654341811951066e-15, 9.317485623690743, 44.773329746406446), (2.709852963182324e-15, 9.576304668793263, 45.73925557269551), 0.1285121565651031),
((2.709852963182324e-15, 9.576304668793263, 45.73925557269551), (2.7653641144135818e-15, 9.835123713895783, 46.70518139898458), 0.1285121565651031),
((2.7653641144135818e-15, 9.835123713895783, 46.70518139898458), (2.8208752656448396e-15, 10.093942758998303, 47.671107225273644), 0.11598222130000553),
((2.8208752656448396e-15, 10.093942758998303, 47.671107225273644), (2.8763864168760974e-15, 10.352761804100822, 48.63703305156271), 0.11598222130000553),
((2.8763864168760974e-15, 10.352761804100822, 48.63703305156271), (2.9318975681073553e-15, 10.611580849203342, 49.602958877851776), 0.11018311023500525),
((2.9318975681073553e-15, 10.611580849203342, 49.602958877851776), (2.987408719338613e-15, 10.870399894305862, 50.56888470414084), 0.11018311023500525),
((2.987408719338613e-15, 10.870399894305862, 50.56888470414084), (3.042919870569871e-15, 11.129218939408382, 51.53481053042991), 0.10467395472325498),
((3.042919870569871e-15, 11.129218939408382, 51.53481053042991), (3.0984310218011288e-15, 11.388037984510902, 52.500736356718974), 0.10467395472325498),
